question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,r1,r2,s,ground_truth
3469d8cc-ba6b-49d0-bed0-8e76575f29a2,6.936625,3.8639092,1.2528895,4.1551642,0.0,0.0,0.0,0.0,6.635638,3.7227483,1.1466246,4.031439,0.57138956,0.18811986,0.123998225,0.18811986,6.600397,3.280144,1.2813798,3.550975,0.0,0.0,0.0,0.0,0.7777778,0,0.6931471805599453,20.74405,4
3469d8cc-ba6b-49d0-bed0-8e76575f29a2,3.9995627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9639041,0.0,0.0,0.0,0.46547124,0.0,0.0,0.0,4.0884066,0.0,0.01547689,0.0,0.0,0.0,0.0,0.0,0.5555556,1,0.4054651081081644,12.517344,2
3469d8cc-ba6b-49d0-bed0-8e76575f29a2,3.9900928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9415357,0.0,0.0,0.0,0.26777756,0.0,0.0,0.0,4.100164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,2,0.2876820724517809,12.29957,0
3469d8cc-ba6b-49d0-bed0-8e76575f29a2,3.6105173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4568768,0.0,0.0,0.0,0.87302995,0.0,0.0,0.0,3.291463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,3,0.22314355131420976,11.231887,3
3469d8cc-ba6b-49d0-bed0-8e76575f29a2,3.46806,0.8967543,0.0,0.8967543,0.0,0.0,0.0,0.0,3.5853753,0.93153423,0.0,0.93153423,0.0,0.0,0.0,0.0,3.1064003,0.66948515,0.0,0.66948515,0.0,0.0,0.0,0.0,0.6666667,4,0.18232155679395462,10.159836,1
3469d8cc-ba6b-49d0-bed0-8e76575f29a2,4.9289055,0.7325026,0.20934,0.9073864,0.0,0.0,0.0,0.0,4.3298235,0.31034723,0.045144256,0.3934775,0.669409,0.30350512,0.13153648,0.35861063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,5,0.1541506798272583,9.928138,0
3469d8cc-ba6b-49d0-bed0-8e76575f29a2,4.6350827,2.251794,0.46164325,2.3835766,0.0,0.0,0.0,0.0,3.6873527,1.2771693,0.17088115,1.2771693,1.3975017,0.79506636,0.16865747,0.79506636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555556,6,0.13353139262452263,9.719937,4
3469d8cc-ba6b-49d0-bed0-8e76575f29a2,3.2033858,0.79548514,0.14011648,0.79548514,0.0,0.0,0.0,0.0,2.7207959,0.4675193,0.040593486,0.4675193,0.36641568,0.1610463,0.044819765,0.1610463,2.850581,0.6994045,0.16012026,0.6994045,0.0,0.0,0.0,0.0,0.44444445,7,0.11778303565638346,9.141178,0
3469d8cc-ba6b-49d0-bed0-8e76575f29a2,2.993668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9195864,0.0,0.0,0.0,0.2700476,0.0,0.0,0.0,2.7015948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,8,0.1053605156578263,8.884897,2
3469d8cc-ba6b-49d0-bed0-8e76575f29a2,2.9488406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8255517,0.0,0.0,0.0,0.26621985,0.0,0.0,0.0,2.6269834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44444445,9,0.09531017980432487,8.667596,0
95f2e6cd-0f7b-4cdd-8df5-b58c3967fee7,11.333876,8.173822,4.9258556,8.173822,0.0,0.0,0.0,0.0,9.627049,6.141983,3.3592067,6.141983,3.6212833,2.8098993,1.5904644,2.8098993,10.720206,7.8556976,4.6283927,7.8556976,0.0,0.0,0.0,0.0,0.3888889,0,0.6931471805599453,35.302414,2
95f2e6cd-0f7b-4cdd-8df5-b58c3967fee7,10.7067585,8.941139,4.802566,8.941139,0.0,0.0,0.0,0.0,9.256357,7.182519,3.823901,7.182519,3.5811136,2.7833855,1.3253503,2.7833855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,1,0.4054651081081644,23.54423,0
95f2e6cd-0f7b-4cdd-8df5-b58c3967fee7,7.7450624,2.8591661,0.0,2.9071574,0.0,0.0,0.0,0.0,7.518658,2.6257,0.0,2.681033,1.0473449,0.6131779,0.0,0.6131779,6.9136577,2.4600704,0.0,2.504665,0.0,0.0,0.0,0.0,0.33333334,2,0.2876820724517809,23.224724,0
95f2e6cd-0f7b-4cdd-8df5-b58c3967fee7,9.675667,1.5087526,1.1116244,2.0371053,0.0,0.0,0.0,0.0,9.354842,1.6082627,1.1856232,2.1495526,1.2053332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44444445,3,0.22314355131420976,20.235842,0
95f2e6cd-0f7b-4cdd-8df5-b58c3967fee7,5.3620296,2.2305357,0.1963915,2.2305357,0.0,0.0,0.0,0.0,4.824635,1.9394698,0.24865146,1.9394698,1.6817387,0.59808743,0.0,0.59808743,5.162842,2.1675818,0.16882065,2.1675818,0.0,0.0,0.0,0.0,0.16666667,4,0.18232155679395462,17.031244,0
95f2e6cd-0f7b-4cdd-8df5-b58c3967fee7,5.3663034,1.816901,0.0,2.157392,0.0,0.0,0.0,0.0,5.218187,1.835012,0.0,1.9730685,0.20122793,0.0,0.0,0.0,4.7257204,1.5660733,0.0,1.8607125,0.0,0.0,0.0,0.0,0.3888889,5,0.1541506798272583,15.511438,0
95f2e6cd-0f7b-4cdd-8df5-b58c3967fee7,4.5699997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666449,0.0,0.0,0.0,0.4656107,0.0,0.0,0.0,4.607763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,6,0.13353139262452263,14.309822,0
95f2e6cd-0f7b-4cdd-8df5-b58c3967fee7,4.559288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.793785,0.0,0.0,0.0,0.013656067,0.0,0.0,0.0,4.1014977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777778,7,0.11778303565638346,13.468226,0
95f2e6cd-0f7b-4cdd-8df5-b58c3967fee7,4.225785,0.303783,0.19178574,0.303783,0.0,0.0,0.0,0.0,3.7940338,0.3161224,0.2010013,0.3161224,1.2053332,0.0,0.0,0.0,3.9996333,0.27143356,0.16776341,0.27143356,0.0,0.0,0.0,0.0,0.16666667,8,0.1053605156578263,13.224785,0
95f2e6cd-0f7b-4cdd-8df5-b58c3967fee7,4.5580854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.412256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2247515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44444445,9,0.09531017980432487,13.195093,0
a6cad7d2-4670-408c-bce9-3dcddb38fa55,17.127132,12.8806305,9.065431,14.371743,0.0,0.0,0.0,0.0,14.857044,10.779662,5.9598923,11.5113125,6.4006624,4.597153,2.5863478,4.597153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923077,0,0.6931471805599453,38.38484,0
a6cad7d2-4670-408c-bce9-3dcddb38fa55,11.533277,0.0015973571,0.0,1.5389781,0.0,0.0,0.0,0.0,11.431542,0.06192132,0.0,1.6953039,0.41017047,0.0,0.0,0.0,10.350262,0.032591995,0.0,1.024997,0.0,0.0,0.0,0.0,0.30769232,1,0.4054651081081644,33.72525,0
a6cad7d2-4670-408c-bce9-3dcddb38fa55,9.006025,2.3724723,2.509623,2.5710268,0.0,0.0,0.0,0.0,7.494833,1.6222792,2.318865,1.8224368,1.5646262,0.68620765,0.16983595,0.68620765,8.005403,1.9514673,1.8268576,2.122932,0.0,0.0,0.0,0.0,0.53846157,2,0.2876820724517809,26.070887,2
a6cad7d2-4670-408c-bce9-3dcddb38fa55,8.834893,2.620123,1.7152424,2.8014696,0.0,0.0,0.0,0.0,7.787201,1.9351194,1.5282102,2.1184769,1.3675942,0.62325966,0.16983595,0.62325966,7.841433,2.2301228,1.185957,2.3792171,0.0,0.0,0.0,0.0,0.4615385,3,0.22314355131420976,25.831121,2
a6cad7d2-4670-408c-bce9-3dcddb38fa55,7.473271,1.5914736,0.2556622,1.9177985,0.0,0.0,0.0,0.0,7.0326815,1.5281402,0.24501123,1.8288598,0.09446952,0.0,0.0,0.0,7.5751867,1.5320323,0.18454023,1.9673754,0.0,0.0,0.0,0.0,0.61538464,4,0.18232155679395462,22.175608,0
a6cad7d2-4670-408c-bce9-3dcddb38fa55,7.486995,0.22111934,0.89046794,0.22111934,0.0,0.0,0.0,0.0,7.214369,0.20807862,0.91345966,0.20807862,0.106777154,0.0,0.0,0.0,6.8295894,0.15937296,0.5344268,0.15937296,0.0,0.0,0.0,0.0,0.53846157,5,0.1541506798272583,21.63773,0
a6cad7d2-4670-408c-bce9-3dcddb38fa55,9.729823,0.82824683,1.7219968,0.82824683,0.0,0.0,0.0,0.0,9.1099,0.8918511,1.7025445,0.8918511,1.9532307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846154,6,0.13353139262452263,20.792953,0
a6cad7d2-4670-408c-bce9-3dcddb38fa55,6.94655,0.2984766,0.024587868,0.2984766,0.0,0.0,0.0,0.0,6.790852,0.28140503,0.021714047,0.28140503,0.10192402,0.0,0.0,0.0,6.018194,0.22585778,0.010380332,0.22585778,0.0,0.0,0.0,0.0,0.53846157,7,0.11778303565638346,19.857521,0
a6cad7d2-4670-408c-bce9-3dcddb38fa55,6.5145874,0.5252839,0.30355817,0.5252839,0.0,0.0,0.0,0.0,6.8627462,0.72423375,0.32845446,0.72423375,0.0,0.0,0.0,0.0,5.860897,0.5918044,0.28681266,0.5918044,0.0,0.0,0.0,0.0,0.53846157,8,0.1053605156578263,19.238232,0
a6cad7d2-4670-408c-bce9-3dcddb38fa55,6.0788455,0.4683989,0.08650495,0.4683989,0.0,0.0,0.0,0.0,6.369675,0.6419157,0.176716,0.6419157,0.3756299,0.0,0.0,0.0,5.1082454,0.3705833,0.041475885,0.3705833,0.0,0.0,0.0,0.0,0.4615385,9,0.09531017980432487,17.932396,0
85062847-1ef5-40ec-aab2-52d7ddd0895d,5.610809,0.52055526,0.0,0.93922734,0.0,0.0,0.0,0.0,5.8456726,0.49866062,0.0,1.0089357,0.053388577,0.0,0.0,0.0,7.672598,0.5649159,0.0,1.5747583,0.0,0.0,0.0,0.0,0.5,0,0.6931471805599453,19.182468,0
85062847-1ef5-40ec-aab2-52d7ddd0895d,7.0440392,0.71831894,0.0,0.71831894,0.0,0.0,0.0,0.0,6.004448,0.6223203,0.0,0.6223203,2.7361984,0.16394508,0.0,0.16394508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1,0.4054651081081644,15.784685,0
85062847-1ef5-40ec-aab2-52d7ddd0895d,6.408076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6925273,0.0,0.0,0.0,3.2373946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,2,0.2876820724517809,15.337997,0
85062847-1ef5-40ec-aab2-52d7ddd0895d,4.7847867,0.5617881,0.0,0.62200516,0.0,0.0,0.0,0.0,4.276644,0.53890246,0.0,0.5977033,0.33984926,0.0035066882,0.0,0.0035066882,4.445162,0.6079152,0.0,0.6706224,0.0,0.0,0.0,0.0,0.75,3,0.22314355131420976,13.846442,4
85062847-1ef5-40ec-aab2-52d7ddd0895d,5.863164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.426636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166667,4,0.18232155679395462,12.289801,0
85062847-1ef5-40ec-aab2-52d7ddd0895d,5.3575163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166667,5,0.1541506798272583,10.955027,0
85062847-1ef5-40ec-aab2-52d7ddd0895d,6.440084,0.4934928,0.047398876,0.5621588,0.0,0.0,0.0,0.0,2.3337588,0.37250307,0.022505868,0.44562638,0.5292132,0.151643,0.03810364,0.151643,0.0,0.0,0.0,0.0,1.5666319,0.0,0.0,0.0,0.5833334,6,0.13353139262452263,10.869688,0
85062847-1ef5-40ec-aab2-52d7ddd0895d,3.4962785,0.32287586,0.0,0.32287586,0.0,0.0,0.0,0.0,2.7831633,0.1282817,0.0,0.1282817,0.9487678,0.17625271,0.0,0.17625271,3.398265,0.36134824,0.0,0.36134824,0.0,0.0,0.0,0.0,0.5,7,0.11778303565638346,10.626474,0
85062847-1ef5-40ec-aab2-52d7ddd0895d,3.4433677,0.64952713,0.0,0.64952713,0.0,0.0,0.0,0.0,2.8083506,0.4559209,0.0,0.4559209,0.9487678,0.17625271,0.0,0.17625271,3.3302727,0.69133306,0.0,0.69133306,0.0,0.0,0.0,0.0,0.5,8,0.1053605156578263,10.530759,0
85062847-1ef5-40ec-aab2-52d7ddd0895d,3.4893787,0.20890996,0.19702645,0.25246087,0.0,0.0,0.0,0.0,3.5752344,0.28366107,0.22483243,0.3250975,0.16347727,0.0,0.0,0.0,3.2933254,0.20884028,0.16506262,0.2493929,0.0,0.0,0.0,0.0,0.5833334,9,0.09531017980432487,10.521416,0
9a6b5c96-5992-4bef-bd34-ddf7f7cd5374,3.2757552,1.598521,1.1460935,1.609862,0.0,0.0,0.0,0.0,2.859583,0.98718834,0.70037544,0.99974734,0.79748094,0.47314563,0.30459428,0.47314563,2.9228225,1.3502929,0.9503922,1.3602997,0.0,0.0,0.0,0.0,0.5714286,0,0.6931471805599453,9.855641,3
9a6b5c96-5992-4bef-bd34-ddf7f7cd5374,3.1414118,0.343979,0.13093323,0.47491223,0.0,0.0,0.0,0.0,3.1685143,0.32623395,0.17477965,0.50101364,0.15500598,0.05330862,0.0036369353,0.06166965,2.7905452,0.2532441,0.09545744,0.34870154,0.0,0.0,0.0,0.0,0.8571429,1,0.4054651081081644,9.255477,0
9a6b5c96-5992-4bef-bd34-ddf7f7cd5374,2.9706929,1.3374008,0.2840081,1.3374008,0.0,0.0,0.0,0.0,2.9640198,1.0674436,0.35571787,1.0674436,0.6658526,0.37853223,0.0,0.37853223,2.5915003,1.1187295,0.20759778,1.1187295,0.0,0.0,0.0,0.0,0.5714286,2,0.2876820724517809,9.192065,0
9a6b5c96-5992-4bef-bd34-ddf7f7cd5374,3.055086,1.7338132,1.2473774,1.7338132,0.0,0.0,0.0,0.0,2.5660853,1.2091594,0.99521226,1.2091594,0.8037117,0.4585645,0.23626342,0.4585645,2.6915395,1.4646995,1.0497173,1.4646995,0.0,0.0,0.0,0.0,0.5714286,3,0.22314355131420976,9.116423,3
9a6b5c96-5992-4bef-bd34-ddf7f7cd5374,3.9608889,2.1800869,0.8359468,2.1800869,0.0,0.0,0.0,0.0,3.2461147,1.8740208,0.6227992,1.8740208,0.79748094,0.44328585,0.15287241,0.4466101,0.0,0.0,0.0,0.0,0.36804917,0.0,0.0,0.0,0.8571429,4,0.18232155679395462,8.372534,3
9a6b5c96-5992-4bef-bd34-ddf7f7cd5374,2.3604205,0.87352437,0.0,0.87352437,0.0,0.0,0.0,0.0,2.057697,0.9363837,0.0,0.9363837,0.6609995,0.0,0.0,0.0,2.1086555,0.7313588,0.0,0.7313588,0.0,0.0,0.0,0.0,0.2857143,5,0.1541506798272583,7.1877723,0
9a6b5c96-5992-4bef-bd34-ddf7f7cd5374,2.3525653,0.343979,0.0,0.343979,0.0,0.0,0.0,0.0,1.8974339,0.09488064,0.0,0.09488064,0.12655973,0.05762394,0.009826622,0.05762394,1.9462395,0.1410143,0.0,0.1410143,0.5613048,0.29735228,0.0,0.29735228,0.71428573,6,0.13353139262452263,6.8841033,0
9a6b5c96-5992-4bef-bd34-ddf7f7cd5374,3.3578496,1.3749578,0.6565821,1.3749578,0.0,0.0,0.0,0.0,3.3049757,1.3557341,0.26235735,1.3557341,0.13383944,0.05330862,0.0,0.05330862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,7,0.11778303565638346,6.7966647,0
9a6b5c96-5992-4bef-bd34-ddf7f7cd5374,2.1143985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5347942,0.0,0.0,0.0,0.69441074,0.0,0.0,0.0,1.9159474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857143,8,0.1053605156578263,6.259551,0
9a6b5c96-5992-4bef-bd34-ddf7f7cd5374,2.0457973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9566262,0.0,0.0,0.0,0.1388338,0.0,0.0,0.0,1.9137062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,9,0.09531017980432487,6.0549636,0
13a95577-e67c-48c3-98c1-7adec60354fb,6.444781,2.695953,1.2584134,2.9167333,0.0,0.0,0.0,0.0,5.6610875,2.0202355,1.017958,2.282256,1.4657812,0.8659052,0.2634397,0.8659052,6.1264696,2.4135628,1.2272792,2.6147537,0.0,0.0,0.0,0.0,0.54545456,0,0.6931471805599453,19.69812,2
13a95577-e67c-48c3-98c1-7adec60354fb,8.167876,4.597804,1.2234616,5.0246377,0.0,0.0,0.0,0.0,7.6947846,4.1230426,1.133133,4.5571632,0.70790046,0.38808644,0.0,0.38808644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54545456,1,0.4054651081081644,16.57056,0
13a95577-e67c-48c3-98c1-7adec60354fb,5.585247,1.7873532,0.0,1.7873532,0.0,0.0,0.0,0.0,4.865902,1.4272438,0.0,1.4272438,2.012152,0.37005627,0.0,0.37005627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363637,2,0.2876820724517809,12.463301,0
13a95577-e67c-48c3-98c1-7adec60354fb,4.0693507,1.2719018,0.0,1.2719018,0.0,0.0,0.0,0.0,3.3229754,0.7459261,0.0,0.7459261,0.880912,0.38236392,0.0,0.38236392,3.8470492,1.1863958,0.0,1.1863958,0.0,0.0,0.0,0.0,0.45454547,3,0.22314355131420976,12.120287,0
13a95577-e67c-48c3-98c1-7adec60354fb,3.9843185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6267805,0.0,0.0,0.0,0.18159522,0.0,0.0,0.0,3.6294334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363637,4,0.18232155679395462,11.422128,0
13a95577-e67c-48c3-98c1-7adec60354fb,3.7920387,0.84810555,0.0,0.84810555,0.0,0.0,0.0,0.0,3.6496768,0.84093785,0.0,0.84093785,0.18409333,0.0,0.0,0.0,3.3928854,0.7304734,0.0,0.7304734,0.0,0.0,0.0,0.0,0.45454547,5,0.1541506798272583,11.018694,0
13a95577-e67c-48c3-98c1-7adec60354fb,4.784307,1.4297106,0.04795776,1.4387908,0.0,0.0,0.0,0.0,3.76001,0.6400408,0.0,0.6400408,2.4236283,1.8206557,0.14896494,1.8206557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363637,6,0.13353139262452263,10.967945,0
13a95577-e67c-48c3-98c1-7adec60354fb,4.833714,2.1662998,0.0,2.1662998,0.0,0.0,0.0,0.0,3.954806,1.8978438,0.0,1.8978438,1.7120652,0.4020093,0.0,0.4020093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27272728,7,0.11778303565638346,10.500586,0
13a95577-e67c-48c3-98c1-7adec60354fb,3.4328642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2852175,0.0,0.0,0.0,0.17873397,0.0,0.0,0.0,3.1901548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363637,8,0.1053605156578263,10.08697,0
13a95577-e67c-48c3-98c1-7adec60354fb,4.8983793,2.1761334,0.5193392,2.2401502,0.0,0.0,0.0,0.0,4.8858185,2.26985,0.62196696,2.3340218,0.17873397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363637,9,0.09531017980432487,9.962932,0
550c8b30-d812-4b67-814b-2f4ac82e65a1,7.5742893,8.180922,3.7267826,8.180922,0.0,0.0,0.0,0.0,6.6291757,7.0001273,2.8422263,7.0001273,2.439106,2.4421916,1.1692379,2.4421916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636,0,0.6931471805599453,16.64257,0
550c8b30-d812-4b67-814b-2f4ac82e65a1,4.369955,0.9403067,0.0,0.9403067,0.0,0.0,0.0,0.0,4.25616,0.95731735,0.0,0.95731735,0.0,0.0,0.0,0.0,4.1993146,0.9977973,0.0,0.9977973,0.0,0.0,0.0,0.0,0.45454547,1,0.4054651081081644,12.82543,0
550c8b30-d812-4b67-814b-2f4ac82e65a1,3.0018694,1.3818116,0.0,1.3818116,0.0,0.0,0.0,0.0,2.8235881,0.95731735,0.0,0.95731735,1.1134567,0.6684219,0.0,0.6684219,2.7928398,1.4498142,0.0,1.4498142,0.0,0.0,0.0,0.0,0.45454547,2,0.2876820724517809,9.731754,2
550c8b30-d812-4b67-814b-2f4ac82e65a1,3.1326396,0.20254418,0.25307998,0.20254418,0.0,0.0,0.0,0.0,2.868381,0.24822642,0.28091,0.24822642,0.81978,0.0,0.0,0.0,2.8628047,0.08757331,0.22972463,0.08757331,0.0,0.0,0.0,0.0,0.45454547,3,0.22314355131420976,9.683605,2
550c8b30-d812-4b67-814b-2f4ac82e65a1,3.3821828,0.0,0.38452446,0.0,0.0,0.0,0.0,0.0,3.2087922,0.0,0.3716237,0.0,0.13441485,0.0,0.0,0.0,2.8910248,0.0,0.32020804,0.0,0.0,0.0,0.0,0.0,0.54545456,4,0.18232155679395462,9.616415,0
550c8b30-d812-4b67-814b-2f4ac82e65a1,3.0607784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5045888,0.0,0.0,0.0,1.0253634,0.0,0.0,0.0,2.7532885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454547,5,0.1541506798272583,9.344019,0
550c8b30-d812-4b67-814b-2f4ac82e65a1,2.9130206,0.29873312,0.0,0.34387624,0.0,0.0,0.0,0.0,2.7060413,0.36317295,0.0,0.40696362,0.868611,0.0,0.0,0.0,2.7357397,0.22853766,0.0,0.26283497,0.0,0.0,0.0,0.0,0.45454547,6,0.13353139262452263,9.2234125,0
550c8b30-d812-4b67-814b-2f4ac82e65a1,2.8977334,0.0,0.65302044,0.0,0.0,0.0,0.0,0.0,2.398912,0.0,0.41858348,0.0,0.8216191,0.0,0.3707192,0.0,2.6495814,0.0,0.6094237,0.0,0.0,0.0,0.0,0.0,0.45454547,7,0.11778303565638346,8.767846,1
550c8b30-d812-4b67-814b-2f4ac82e65a1,4.319374,2.0686972,0.0,2.0686972,0.0,0.0,0.0,0.0,4.117203,2.086715,0.0,2.086715,0.14759867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363637,8,0.1053605156578263,8.584176,0
550c8b30-d812-4b67-814b-2f4ac82e65a1,3.6813757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4533746,0.0,0.0,0.0,1.3337947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27272728,9,0.09531017980432487,8.468545,0
d7553416-5a93-4e80-acd8-4ab6496b2573,7.318696,5.318758,3.4078789,5.5319815,0.0,0.0,0.0,0.0,5.69262,3.2039733,1.9552844,3.4986334,2.704305,1.9952596,1.2185646,1.9952596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0.6931471805599453,15.715621,0
d7553416-5a93-4e80-acd8-4ab6496b2573,3.1405058,1.0248853,0.0,1.3449458,0.0,0.0,0.0,0.0,3.0381064,1.0719831,0.0,1.2847629,0.6609995,0.0,0.0,0.13444284,2.7278242,0.7930397,0.0,1.0791906,0.0,0.0,0.0,0.0,0.3,1,0.4054651081081644,9.567436,0
d7553416-5a93-4e80-acd8-4ab6496b2573,4.4714723,2.0517676,0.0,2.1224458,0.0,0.0,0.0,0.0,4.312423,1.685667,0.0,1.685667,0.7051939,0.3736791,0.0,0.3736791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2,0.2876820724517809,9.489089,0
